726,50,일반화학(2),50,일반화학(2),75,휴먼인터페이스 컴퓨터게임설계,,,59,한국사,59,한국사,45,이산수학,,,45,이산수학,,,,,80,객체지향프로그래밍,80,객체지향프로그래밍,81,이산수학,81,이산수학,,,81,이산수학,,,,,,,75,휴먼인터페이스 컴퓨터게임설계,75,휴먼인터페이스 컴퓨터게임설계,29,자료구조설계,29,자료구조설계,81,기초전자회로,31,프로그래밍언어론,,,,,,,80,객체지향프로그래밍,,,,,,,45,ACT,45,ACT,,,,,,,,,79,프로그래밍언어론,,,79,프로그래밍언어론,,,,,,
727,,,,,24,자료구조설계,24,자료구조설계,81,데이타베이스설계,29,자료구조설계,38,데이타베이스설계,38,데이타베이스설계,,,70,오토마타와형식언어,70,오토마타와형식언어,35,컴퓨터구조,,,80,오토마타와형식언어,80,오토마타와형식언어,44,창의와소통,44,창의와소통,,,53,컴퓨터구조,53,컴퓨터구조,,,,,81,데이타베이스설계,81,데이타베이스설계,,,38,데이타베이스설계,,,,,70,오토마타와형식언어,35,컴퓨터구조,35,컴퓨터구조,80,오토마타와형식언어,,,,,,,,,,,53,컴퓨터구조,,,54,휴먼인터페이스 영상,,,54,휴먼인터페이스 영상,,,,,,
728,,,,,80,컴퓨터구조,80,컴퓨터구조,81,확률및통계,81,확률및통계,80,확률및통계,,,,,,,,,49,웹프로그래밍,,,31,전자장,31,전자장,28,창의와소통,28,창의와소통,,,58,한국사,58,한국사,73,이미지인문학,73,이미지인문학,18,알고리즘,,,80,확률및통계,80,확률및통계,,,,,,,49,웹프로그래밍,49,웹프로그래밍,81,이산수학,31,전자장,81,이산수학,81,이산수학,,,,,,,80,컴퓨터구조,81,논리회로,,,81,논리회로,78,논리회로,,,78,논리회로
729,,,47,미세유체개론,47,미세유체개론,,,,,,,,,,,,,,,68,융합응용수학(2),68,융합응용수학(2),,,,,48,생화학,,,,,,,,,47,미세유체개론,47,미세유체개론,39,미적분학(2),29,객체지향프로그래밍,29,객체지향프로그래밍,,,78,BINT 융합공학입문,,,,,68,융합응용수학(2),68,융합응용수학(2),,,48,생화학,48,생화학,,,,,,,,,,,39,미적분학(2),39,미적분학(2),29,객체지향프로그래밍,,,,,,,,
730,,,24,융합바이오분석,24,융합바이오분석,,,,,,,29,스마트 기능성 고분자,29,스마트 기능성 고분자,,,,,,,,,,,,,22,바이오시스템설계,,,,,,,,,24,융합바이오분석,24,융합바이오분석,,,,,,,29,스마트 기능성 고분자,29,스마트 기능성 고분자,,,,,,,,,,,,,21,바이오공학종합설계,,,,,21,바이오공학종합설계,,,,,,,17,나노융합공정론,,,,,17,나노융합공정론,,,,
731,,,,,,,,,24,휴먼ICT 인터페이스공학,24,휴먼ICT 인터페이스공학,9,에너지환경촉매개론,9,에너지환경촉매개론,,,,,,,19,바이오 데이터 분석,19,바이오 데이터 분석,,,,,22,재료구조 및 X선 결정학,22,재료구조 및 X선 결정학,,,,,,,24,컴퓨터구조론,24,컴퓨터구조론,24,휴먼ICT 인터페이스공학,24,휴먼ICT 인터페이스공학,9,에너지환경촉매개론,9,에너지환경촉매개론,,,,,,,19,바이오 데이터 분석,,,,,,,22,재료구조 및 X선 결정학,22,재료구조 및 X선 결정학,,,,,,,,,24,컴퓨터구조론,21,바이오융합공학세미나,21,바이오융합공학프로젝트,,,,,21,바이오융합공학프로젝트
801,,,,,,,79,조직행동론,79,조직행동론,79,조직행동론,78,거시경제학,,,,,78,조직행동론,79,세법개론,79,세법개론,,,,,,,75,조직행동론,75,조직행동론,75,,43,개인정보 활용과 보호,43,개인정보 활용과 보호,43,개인정보 활용과 보호,,,,,,,78,거시경제학,,,,,78,조직행동론,79,세법개론,,,,,,,,,75,기업커뮤니케이션,75,기업커뮤니케이션,,,,,,,12,글쓰기,12,글쓰기,44,글쓰기,44,글쓰기,,,,,,
802,,,42,화폐금융론,42,화폐금융론,18,CAU세미나(2),66,데이터마이닝(2),66,데이터마이닝(2),,,,,,,,,32,산업보안 관리,32,산업보안 관리,,,78,재무관리,78,재무관리,51,BUSINESS COMMUNICATION(2),51,BUSINESS COMMUNICATION(2),51,BUSINESS COMMUNICATION(2),,,42,화폐금융론,42,화폐금융론,17,CAU세미나(2),66,데이터마이닝(2),66,데이터마이닝(2),,,,,,,,,32,산업보안 관리,32,산업보안 관리,17,CAU세미나(2),,,,,17,CAU세미나(2),17,CAU세미나(2),,,77,인사관리,77,인사관리,77,인사관리,17,CAU세미나(2),,,,,76,인사관리,76,인사관리,76,인사관리
803,,,,,,,,,,,18,CAU세미나(2),,,,,,,,,37,파생금융상품론,37,파생금융상품론,,,60,베이지안통계학,60,베이지안통계학,69,파생금융상품론,57,금융경제론,57,금융경제론,,,,,,,17,CAU세미나(2),,,,,44,경영사례연구,44,경영사례연구,44,경영사례연구,,,37,파생금융상품론,37,파생금융상품론,15,CAU세미나(2),60,베이지안통계학,60,베이지안통계학,69,파생금융상품론,57,금융경제론,57,금융경제론,36,물류기초(2),36,물류기초(2),36,물류기초(2),78,경제발전론,78,경제발전론,78,경제발전론,,,,,,
804,79,보험시장론 2,,,,,,,80,보험시장론 2,80,보험시장론 2,15,마케팅전략,,,,,79,보험시장론 2,58,경영전략,58,경영전략,,,80,보험시장론 2,80,보험시장론 2,15,마케팅전략,,,,,,,,,,,,,,,,,15,마케팅전략,,,,,,,,,,,80,경영통계학,80,경영통계학,80,경영통계학,,,,,,,75,물류기초(2),75,물류기초(2),75,물류기초(2),,,,,,,,,,,,
809,,,,,,,,,,,,,32,통계학원론,,,,,33,통계학원론,33,통계학원론,,,,,45,경제분석을 위한 R 프로그래밍,45,경제분석을 위한 R 프로그래밍,,,,,,,,,,,,,,,,,,,32,통계학원론,,,,,33,통계학원론,,,,,,,45,경제분석을 위한 R 프로그래밍,45,경제분석을 위한 R 프로그래밍,,,,,,,,,,,,,,,,,,,,,,,,
818,,,,,,,,,100,경영정보시스템,100,경영정보시스템,58,경영정보시스템,97,물류위험관리,97,물류위험관리,99,한국경제경영의이해(2),99,한국경제경영의이해(2),99,한국경제경영의이해(2),47,PR커뮤니케이션기법,47,PR커뮤니케이션기법,47,PR커뮤니케이션기법,48,광고홍보특강(2),48,광고홍보특강(2),48,광고홍보특강(2),,,,,,,,,100,경영정보시스템,100,경영정보시스템,58,경영정보시스템,97,물류위험관리,97,물류위험관리,100,무역학개론,100,무역학개론,100,무역학개론,90,광고기획,90,광고기획,90,광고기획,37,브랜드커뮤니케이션캠페인(캡스톤디자인),37,브랜드커뮤니케이션캠페인(캡스톤디자인),37,브랜드커뮤니케이션캠페인(캡스톤디자인),87,국제경영학,87,국제경영학,87,국제경영학,79,경영통계학,79,경영통계학,79,경영통계학,55,경영통계학,55,경영통계학,55,경영통계학
819,,,56,물류시스템분석,56,물류시스템분석,,,,,,,58,마케팅,,,,,,,52,미시경제론,52,미시경제론,80,증권시장론,80,증권시장론,80,증권시장론,80,증권시장론,80,증권시장론,80,증권시장론,,,56,물류시스템분석,56,물류시스템분석,,,,,,,58,마케팅,,,,,,,,,,,81,무역학개론,81,무역학개론,81,무역학개론,80,무역학개론,80,무역학개론,80,무역학개론,,,,,17,글쓰기,17,글쓰기,45,글쓰기,45,글쓰기,69,21세기기업경영,69,21세기기업경영,69,21세기기업경영
920,,,84,중급재무회계(1),84,중급재무회계(1),80,경영과학,,,,,96,경영학원론,96,경영학원론,96,경영학원론,81,투자론,95,투자론,95,투자론,,,99,해상보험론,99,해상보험론,100,무역학개론,24,관리회계,24,관리회계,,,84,중급재무회계(1),84,중급재무회계(1),80,경영과학,,,,,39,실전창업론(종합설계),39,실전창업론(종합설계),39,실전창업론(종합설계),81,투자론,95,투자론,95,투자론,16,CAU세미나(2),99,해상보험론,99,해상보험론,100,무역학개론,24,관리회계,24,관리회계,70,설득커뮤니케이션,70,설득커뮤니케이션,70,설득커뮤니케이션,,,,,,,89,투자론,89,투자론,89,투자론
921,,,,,,,,,,,,,80,재무관리,20,금융기관론,20,금융기관론,,,80,조직행동론,80,조직행동론,47,회계학원론,47,회계학원론,47,회계학원론,80,경영조직론,,,,,80,세법개론,80,세법개론,80,세법개론,,,,,,,80,재무관리,20,금융기관론,20,금융기관론,,,80,조직행동론,80,조직행동론,11,CAU세미나(2),,,,,80,경영조직론,,,,,65,광고매체론,65,광고매체론,65,광고매체론,78,중급재무회계(Ⅰ),78,중급재무회계(Ⅰ),25,중급재무회계(Ⅰ),25,중급재무회계(Ⅰ),25,중급재무회계(Ⅰ),25,중급재무회계(Ⅰ)
922,,,,,,,78,재무관리,57,재무관리,57,재무관리,26,INTERGRATED MARKETING COMMUNICATION,26,INTERGRATED MARKETING COMMUNICATION,,,,,80,e비즈니스,80,e비즈니스,,,35,투자론,35,투자론,83,회계학원론,83,회계학원론,83,회계학원론,,,,,,,78,재무관리,57,재무관리,57,재무관리,26,INTERGRATED MARKETING COMMUNICATION,26,INTERGRATED MARKETING COMMUNICATION,,,,,80,e비즈니스,80,e비즈니스,,,35,투자론,35,투자론,46,21세기기업경엉,46,21세기기업경엉,46,21세기기업경엉,43,정부및비영리 PR,43,정부및비영리 PR,43,정부및비영리 PR,,,,,,,59,광고홍보연구방법,59,광고홍보연구방법,59,광고홍보연구방법
925,15,투자론,68,경영조직론,68,경영조직론,17,CAU세미나(2),79,중급재무회계(Ⅰ),79,중급재무회계(Ⅰ),75,중급재무회계(Ⅰ),,,,,78,운영관리,74,운영관리,74,운영관리,,,80,운영관리,80,운영관리,75,해상보험론,,,,,15,투자론,68,경영조직론,68,경영조직론,,,79,중급재무회계(Ⅰ),79,중급재무회계(Ⅰ),75,중급재무회계(Ⅰ),,,,,78,운영관리,74,운영관리,74,운영관리,8,CAU세미나(2),80,운영관리,80,운영관리,75,해상보험론,,,,,33,e비즈니스,33,e비즈니스,33,e비즈니스,,,,,,,71,광고효과론,71,광고효과론,71,광고효과론
926,78,금융기관론,80,금융기관론,80,금융기관론,,,79,BUSINESS COMMUNICATIONS(2),79,BUSINESS COMMUNICATIONS(2),,,,,,,,,55,정보통신기술Ⅱ,55,정보통신기술Ⅱ,,,79,회계감사(Ⅰ),79,회계감사(Ⅰ),53,산업보안법제도,,,,,78,금융기관론,80,금융기관론,80,금융기관론,17,CAU세미나(2),79,BUSINESS COMMUNICATIONS(2),79,BUSINESS COMMUNICATIONS(2),65,중급재무회계(2),65,중급재무회계(Ⅱ),65,중급재무회계(Ⅱ),,,55,정보통신기술Ⅱ,55,정보통신기술Ⅱ,17,CAU세미나(2),79,회계감사(Ⅰ),79,회계감사(Ⅰ),53,산업보안법제도,,,,,76,중급재무회계(Ⅱ),76,,76,,,,,,,,,,,,,
927,,,78,운영관리,78,운영관리,,,74,INTEGRATED MARKETING COMMUNICATION,74,INTEGRATED MARKETING COMMUNICATION,34,INTEGRATED MARKETING COMMUNICATION,,,,,,,,,,,,,51,마케팅,51,마케팅,72,마케팅전략,,,,,,,78,운영관리,78,운영관리,,,74,INTEGRATED MARKETING COMMUNICATION,74,INTEGRATED MARKETING COMMUNICATION,34,INTEGRATED MARKETING COMMUNICATION,,,,,,,,,,,,,51,마케팅,51,마케팅,72,마케팅전략,,,,,58,회계학원론,58,회계학원론,58,회계학원론,69,마케팅,69,마케팅,69,마케팅,11,마케팅리서치,11,마케팅리서치,11,마케팅리서치
928,,,69,엔터테인먼트경영,69,엔터테인먼트경영,,,55,기업재무론,55,기업재무론,68,기업재무론,,,,,,,80,국제금융론,80,국제금융론,,,74,INTEGRATED MARKETING COMMUNICATION,74,INTEGRATED MARKETING COMMUNICATION,,,,,,,,,69,엔터테인먼트경영,69,엔터테인먼트경영,,,55,기업재무론,55,기업재무론,68,기업재무론,,,,,,,80,국제금융론,80,국제금융론,,,74,INTEGRATED MARKETING COMMUNICATION,74,INTEGRATED MARKETING COMMUNICATION,60,한국사,60,한국사,,,,,,,,,33,마케팅,33,마케팅,33,마케팅,,,,,,
932,39,경영정보시스템,12,비즈니스커뮤니케이션(2),12,비즈니스커뮤니케이션(2),,,,,,,56,경제발전론,,,,,,,,,,,,,55,기업가정신과 벤처경엉,55,기업가정신과 벤처경엉,,,,,,,39,경영정보시스템,12,비즈니스커뮤니케이션(2),12,비즈니스커뮤니케이션(2),,,,,,,56,경제발전론,,,,,,,,,,,,,55,기업가정신과 벤처경엉,55,기업가정신과 벤처경엉,20,산업보안 컨설팅,20,산업보안 컨설팅,20,산업보안 컨설팅,44,글쓰기,44,글쓰기,43,글쓰기,43,글쓰기,12,글쓰기,12,글쓰기,,,,,,
B105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,최신물리보안,14,최신물리보안,14,최신물리보안,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,최신물리보안,14,최신물리보안,14,최신물리보안,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3D프린팅과프레젠테이션,31,3D프린팅과프레젠테이션,31,3D프린팅과프레젠테이션,14,3D프린팅과프레젠테이션,14,3D프린팅과프레젠테이션,14,3D프린팅과프레젠테이션
B309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,초연결사회의 비즈니스 모델,29,초연결사회의 비즈니스 모델,28,공유 비즈니스 모델 실습,28,공유 비즈니스 모델 실습,,,,,,,,,,,,,,,,,,,,
B310,,,,,,,,,36,프로그래밍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,프로그래밍,36,프로그래밍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B310,,,,,,,,,,,,,17,컴퓨팅적사고와문제해결,17,컴퓨팅적사고와문제해결,,,,,48,기초과학데이터분석,,,,,,,,,,,,,,,,,,,,,40,소프트웨어코딩과적용,40,소프트웨어코딩과적용,40,소프트웨어코딩과적용,47,소프트웨어코딩과적용,47,소프트웨어코딩과적용,47,소프트웨어코딩과적용,48,기초과학데이터분석,48,기초과학데이터분석,39,컴퓨팅적사고와문제해결,39,컴퓨팅적사고와문제해결,38,컴퓨팅적사고와문제해결,38,컴퓨팅적사고와문제해결,41,컴퓨팅적사고와문제해결,41,컴퓨팅적사고와문제해결,,,,,,,,,47,기초과학데이터분석,47,기초과학데이터분석,47,기초과학데이터분석,,,,,,
B311,,,,,,,22,디지털미디어프로세싱,22,디지털미디어프로세싱,22,디지털미디어프로세싱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,컴퓨팅적사고와문제해결,40,컴퓨팅적사고와문제해결,39,컴퓨팅적사고와문제해결,30,컴퓨팅적사고와문제해결,,,,,,,,,,,13,소프트웨어와메이커,13,소프트웨어와메이커,19,사운드 아트 프로그래밍 제작 실습,19,사운드 아트 프로그래밍 제작 실습,19,사운드 아트 프로그래밍 제작 실습,,,12,콘텐츠프로그래밍 제작실습,12,콘텐츠프로그래밍 제작실습,12,콘텐츠프로그래밍 제작실습,,,,,26,3D영상디자인설계,26,3D영상디자인설계,26,3D영상디자인설계
B312,,,,,,,,,,,,,35,디자인 Thinking,35,디자인 Thinking,35,디자인 Thinking,,,,,,,,,,,,,27,모바일 앱 개발,27,모바일 앱 개발,27,모바일 앱 개발,,,,,,,,,,,,,34,설계패턴,34,설계패턴,34,설계패턴,,,,,,,,,,,,,35,산업체핸즈온 프로젝트,35,산업체핸즈온 프로젝트,35,산업체핸즈온 프로젝트,35,휴먼ICT인공지능,35,휴먼ICT인공지능,35,휴먼ICT인공지능,,,,,,,,,,,,
B501,,,306,내안의우주: 인체구조와기능,,,58,KOREAN CULTURE AND ART,58,KOREAN CULTURE AND ART,58,KOREAN CULTURE AND ART,,,,,,,57,대중문화와패션,57,대중문화와패션,79,대중문화와패션,79,대중문화와패션,323,CTO기술경영특강,323,CTO기술경영특강,80,대학한문,80,대학한문,80,대학한문,,,,,,,,,262,성공중소기업CEO특강,262,성공중소기업CEO특강,123,의약의역사,123,의약의역사,123,의약의역사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B502,68,KOREAN CULTURE AND ART,68,KOREAN CULTURE AND ART,68,KOREAN CULTURE AND ART,98,설득의심리학,98,설득의심리학,98,설득의심리학,71,사진과창조적표현,71,사진과창조적표현,71,사진과창조적표현,61,음악의이해와감상,61,음악의이해와감상,61,음악의이해와감상,64,문화콘텐츠와기호학,64,문화콘텐츠와기호학,64,문화콘텐츠와기호학,84,음악의이해와감상,84,음악의이해와감상,84,음악의이해와감상,,,,,,,79,글로벌한자,79,글로벌한자,79,글로벌한자,47,ELEMENTARY KOREAN LANGUAGE-B,47,ELEMENTARY KOREAN LANGUAGE-B,47,ELEMENTARY KOREAN LANGUAGE-B,102,TV드라마의이해와비평,102,TV드라마의이해와비평,156,취업역량개발,156,취업역량개발,183,취업역량개발,183,취업역량개발,95,취업역량개발,95,취업역량개발,,,,,,,,,,,,,,,,,,,,
B601,80,다빈치예술여행,80,다빈치예술여행,80,다빈치예술여행,91,환경과인간,91,환경과인간,91,환경과인간,79,환경과인간,79,환경과인간,79,환경과인간,,,,,44,인간과종교,44,인간과종교,75,세계문화지리아카데미,75,세계문화지리아카데미,80,세계문화지리아카데미,80,세계문화지리아카데미,,,,,,,80,아랍문화와예술,80,아랍문화와예술,81,문화콘텐츠입문,81,문화콘텐츠입문,75,연극과뮤지컬,75,연극과뮤지컬,75,연극과뮤지컬,,,,,,,77,사회적행동,77,사회적행동,77,사회적행동,84,KOREAN HISTORY AND CULTURE,84,KOREAN HISTORY AND CULTURE,84,KOREAN HISTORY AND CULTURE,,,,,,,46,공감프레젠테이션,46,공감프레젠테이션,46,공감프레젠테이션,,,,,,
B602,,,,,,,81,현대미술비평,81,현대미술비평,81,현대미술비평,80,인간행동과심리,80,인간행동과심리,80,인간행동과심리,,,,,63,결혼과가족,63,결혼과가족,80,이미지로본중국사,80,이미지로본중국사,79,환경과인간,79,환경과인간,79,환경과인간,,,,,,,68,책읽기와상상력,68,책읽기와상상력,68,책읽기와상상력,68,과학기술과현대사회,68,과학기술과현대사회,68,과학기술과현대사회,24,결혼과가족,24,결혼과가족,62,결혼과가족,62,결혼과가족,148,사회봉사의이론과실천,148,사회봉사의이론과실천,80,독일정치와사회,80,독일정치와사회,80,독일정치와사회,,,,,,,79,글로벌한자,79,글로벌한자,79,글로벌한자,,,,,,
B603,61,독일어(초급),61,독일어(초급),61,독일어(초급),78,음악의이해와감상,78,음악의이해와감상,78,음악의이해와감상,80,21세기기업경영,80,21세기기업경영,80,21세기기업경영,74,대학한문,74,대학한문,74,대학한문,76,프랑스문학과예술,76,프랑스문학과예술,76,프랑스문학과예술,102,중앙인과한국사회,102,중앙인과한국사회,102,중앙인과한국사회,35,기업가정신과혁신,35,기업가정신과혁신,35,기업가정신과혁신,28,기업가정신과혁신,28,기업가정신과혁신,28,기업가정신과혁신,44,ACT,44,ACT,100,4차산업현장맞춤형프로젝트II,79,건강한삶,79,건강한삶,79,건강한삶,59,독일어(초급),59,독일어(초급),59,독일어(초급),34,음식과생명윤리,34,음식과생명윤리,61,전자전기세미나,79,현대사회의쟁점,79,현대사회의쟁점,79,현대사회의쟁점,82,식품과건강,82,식품과건강,82,식품과건강,,,,,,
